png-medium,psd-medium,png-small,svg-large,psd-large,jpeg-medium,svg-small,psd-small,svg-medium,jpeg-small,png-large,jpeg-large
0,0,0,0.64,0.55,0.43,0.53,0.37,0.5,0.44,0.27,0.32,0.27
